Tamanho,InsertionSort,MergeSort
0,1.2000000424450263e-06,8.000006346264854e-07
50,3.8800000766059384e-05,4.780000017490238e-05
100,0.00010960000145132653,9.549999958835542e-05
150,0.0002625999986776151,0.00016929999947024044
200,0.0006205000008776551,0.00021980000019539148
250,0.0007444000002578832,0.0002566999992268393
300,0.00115650000043388,0.00032669999927747995
350,0.001735499999995227,0.00038809999932709616
400,0.0020363000003271736,0.0004518000005191425
450,0.0028466000003390945,0.0005135000010341173
500,0.003497100000458886,0.0005739000007451978
550,0.0050384000005578855,0.000657300000966643
600,0.007319299998925999,0.0009520999992673751
650,0.007567399999970803,0.0008807000012893695
700,0.012144899999839254,0.0012224000001879176
750,0.013415400000667432,0.0016734000000724336
800,0.010781799999676878,0.0009943000004568603
850,0.01839049999944109,0.0017437000005884329
900,0.012645100001464016,0.00105489999987185
950,0.02309140000033949,0.001618899999812129
1000,0.02218429999993532,0.0017177999998239102
1050,0.026739000000816304,0.002007400000366033
1100,0.02966530000048806,0.0016799999993963866
1150,0.030699900000399793,0.0017834000009315787
1200,0.026145300000280258,0.0023408000015479047
1250,0.03829020000011951,0.0023314000009122537
1300,0.05421019999994314,0.002573399999164394
1350,0.05003000000033353,0.002153600000383449
1400,0.05019970000103058,0.0024835000003804453
1450,0.05574960000012652,0.002505499998733285
1500,0.061944899998707115,0.0029733999999734806
1550,0.07302530000015395,0.0030364999984158203
1600,0.06357590000152413,0.002883899998778361
1650,0.059817999999722815,0.0030471999998553656
1700,0.06488559999888821,0.0027133999992656754
1750,0.08073750000039581,0.00326390000009269
1800,0.08549870000024384,0.002882500000850996
1850,0.07618550000006508,0.0030853999996907078
1900,0.08388419999937469,0.0030138000001898035
1950,0.09231339999860211,0.003208500000255299
2000,0.06857839999975113,0.002511800001229858
2050,0.09745339999972202,0.003866099999868311
2100,0.09472060000007332,0.0026525000012043165
2150,0.11234019999938027,0.003534199999194243
2200,0.11226350000106322,0.0037040999995952006
2250,0.12639019999915035,0.003891500000463566
2300,0.12084089999916614,0.004372700001113117
2350,0.12331180000001041,0.004030200001579942
2400,0.1409378000007564,0.0040675000000192085
2450,0.12300610000056622,0.004372299999886309
2500,0.1412772000003315,0.004372499999590218
2550,0.12480680000044231,0.004369199999928242
2600,0.16140600000107952,0.004495199998928001
2650,0.143082400001731,0.003717300000062096
2700,0.17298510000000533,0.004719799999293173
2750,0.16297510000003967,0.004718599999250728
2800,0.15669509999861475,0.003580500000680331
2850,0.18943839999883494,0.004905399999188376
2900,0.2003310000000056,0.0049026000015146565
2950,0.20249229999899399,0.005273500000839704
3000,0.20644460000039544,0.0053609999995387625
3050,0.20679200000085984,0.00527689999944414
3100,0.21624599999995553,0.0052823000005446374
3150,0.23103090000040538,0.005677200000718585
3200,0.21901330000036978,0.004359299999123323
3250,0.2360486999987188,0.0060100999999121996
3300,0.21729969999978493,0.005684899999323534
3350,0.26455929999974614,0.006184500000017579
3400,0.2703814999986207,0.004412799999045092
3450,0.26574059999984456,0.006225900000572437
3500,0.2615068000013707,0.006145899998955429
3550,0.2895269000000553,0.006216100000528968
3600,0.2682471000007354,0.005024699999921722
3650,0.30752810000012687,0.004851800000324147
3700,0.35211769999841636,0.006454700000176672
3750,0.33355029999984254,0.006663000000116881
3800,0.28359439999985625,0.005712000000130502
3850,0.3135958999991999,0.00705519999974058
3900,0.3457712999988871,0.0069055999992997386
3950,0.33182379999925615,0.005514899999980116
4000,0.3885694999989937,0.007108900001185248
4050,0.39103500000055647,0.008223599999837461
4100,0.3127208000005339,0.007430699999531498
4150,0.4125738000002457,0.008342900000570808
4200,0.39966889999959676,0.007902700001068297
4250,0.41229679999923974,0.00821150000047055
4300,0.4046268999991298,0.007915900001535192
4350,0.3667052999990119,0.006507000000055996
4400,0.46655980000105046,0.008079600000201026
4450,0.44884060000003956,0.008449099999779719
4500,0.46709980000014184,0.008606499999586958
4550,0.47356240000044636,0.008677800000441493
4600,0.4865014999995765,0.009093399999983376
4650,0.4309776000009151,0.008609500000602566
4700,0.5126728999985062,0.008478300000206218
4750,0.44900459999917075,0.008867000000464031
4800,0.57254710000052,0.009785099999135127
4850,0.5194587000005413,0.00964390000081039
4900,0.575764799999888,0.009197999999742024
4950,0.5687373000000662,0.009129099998972379
5000,0.5412963999988278,0.009078899998712586
5050,0.5687082000004011,0.009740099998452934
5100,0.5896419000000606,0.009522300000753603
5150,0.6317425999986881,0.009666199999628589
5200,0.681485099999918,0.010540899998886744
5250,0.6089546999992308,0.010305300000254647
5300,0.5850807000006171,0.011021800000889925
5350,0.6170646000009583,0.010038100001111161
5400,0.6886606000007305,0.010714600000937935
5450,0.67779469999914,0.010748700000476674
5500,0.7462894000000233,0.011011999999027466
5550,0.6365838999990956,0.011060299999371637
5600,0.752640300001076,0.011513999999806401
5650,0.7104046000004018,0.008219900000767666
5700,0.698001500000828,0.011060400000133086
5750,0.75960699999996,0.01097490000029211
5800,0.7312425000000076,0.010924699998213327
5850,0.797209300000759,0.009003400000437978
5900,0.7612473999997746,0.012074000000211527
5950,0.8002922000014223,0.011718900001142174
6000,0.8303950999998051,0.012151900000390015
6050,0.8282815000002302,0.012169600000561331
6100,0.8399413999995886,0.009106600000450271
6150,0.9119802000004711,0.01202259999990929
6200,0.8880301999997755,0.01140769999983604
6250,0.8910759999998845,0.012422599998899386
6300,0.9258388000016566,0.012145299999247072
6350,0.8714940999998362,0.012642600000617676
6400,0.9672646999988501,0.013298699999722885
6450,0.9987858000004053,0.012972900000022491
6500,0.9519529000008333,0.013154099999155733
6550,0.959378999999899,0.013184800000090036
6600,0.9595578999997088,0.026698399999077083
6650,0.9899287000007462,0.0136000000002241
6700,0.9405660000011267,0.012004600001091603
6750,0.9839976999992359,0.013307400000485359
6800,0.9876570000014908,0.01327569999921252
6850,1.1208993999989616,0.013980699999592616
6900,1.0939265999986674,0.01324179999937769
6950,1.0891396999995777,0.015354400000433088
7000,1.1137844000004407,0.013942300000053365
7050,1.1975952000011603,0.010583499999484047
7100,1.0780586000000767,0.013832600001478568
7150,1.2675204999995913,0.0139459000001807
7200,1.204211000000214,0.01419519999944896
7250,1.2232703999998193,0.015064600000187056
7300,1.2154175999985455,0.015177600000242819
7350,1.2225534999997762,0.015686400000049616
7400,1.2835264999994251,0.014590500000849715
7450,1.266211199999816,0.015069299999595387
7500,1.397273900000073,0.014959099999032333
7550,1.185229499998968,0.015343700000812532
7600,1.3455425000011019,0.015515600000071572
7650,1.3062113000014506,0.015389500000310363
7700,1.3359067000001232,0.015570100000331877
7750,1.25718180000149,0.011866799999552313
7800,1.3990664999982982,0.012041599999065511
7850,1.3598351000000548,0.011402500000258442
7900,1.3736692000002222,0.015430299999934505
7950,1.494742099999712,0.015989699999408913
8000,1.468635399998675,0.016249099999186
8050,1.5267404000005627,0.016540799999347655
8100,1.4792118999994273,0.0121264000008523
8150,1.3983783000003314,0.021599599998808117
8200,1.4355326000004425,0.017084799999793177
8250,1.5698805000010907,0.017533599999296712
8300,1.5368216000006214,0.018461999999999534
8350,1.6373599999988073,0.013642699999763863
8400,1.5887464999996155,0.016666600000462495
8450,1.6688205000009475,0.012784200000169221
8500,1.6612889999996696,0.017331299999568728
8550,1.7789226999993843,0.013496900000973255
8600,1.7281419999999343,0.017179600001327344
8650,1.7815580000005866,0.013983799999550683
8700,1.8252449999999953,0.018028099999355618
8750,1.8006471999997302,0.013962299999548122
8800,1.728441200000816,0.019989200000054552
8850,1.7954047000002902,0.01987840000037977
8900,1.818966900000305,0.018705899999986286
8950,1.8501551000008476,0.019061199998759548
9000,1.8748159000006126,0.01926119999916409
9050,1.8076529999998456,0.0187513000000763
9100,1.9005240999995294,0.019006700000318233
9150,1.919444700000895,0.019361399999979767
9200,1.9071053000006941,0.019884100000126637
9250,2.012815899999623,0.019615700000940706
9300,2.016056899999967,0.019646999999167747
9350,2.0671556999986933,0.018737000000328408
9400,2.0964534000013373,0.019356900000275346
9450,2.020307500000854,0.019299699999464792
9500,2.081274800000756,0.01736919999893871
9550,2.2344752000008157,0.021677899998394423
9600,2.1743999999998778,0.016748899999583955
9650,2.081020300000091,0.020155399999566725
9700,2.199845799999821,0.0204686999986734
9750,2.1916203999990103,0.021265399998810608
9800,2.1288707999992766,0.01568079999924521
9850,2.27889309999955,0.021498600000995793
9900,2.2189161000005697,0.021370699998442433
9950,2.260776500001157,0.020798600000489387
10000,2.335896499998853,0.020983299998988514
10050,2.464787200000501,0.02180229999976291
10100,2.4040337999995245,0.01742249999915657
10150,2.6551392000001215,0.022378699999535456
10200,2.3919643000008364,0.02207999999882304
10250,2.5679041000003053,0.02204159999928379
10300,2.4593566000003193,0.021261399999275454
10350,2.343018600000505,0.022276899999269517
10400,2.545547499999884,0.01690960000087216
10450,2.374707599999965,0.021233800000118208
10500,2.490604300000996,0.02257330000065849
10550,2.601553499998772,0.016753300000345916
10600,2.602385199999844,0.0170815000001312
10650,2.7776938999995764,0.023293300000659656
10700,2.6595765000001848,0.024437799998850096
10750,2.693612299999586,0.023129000001063105
10800,2.654975599998579,0.023290499999347958
10850,2.8121849999988626,0.023823899999115383
10900,2.7037794000007125,0.01802789999965171
10950,2.8236471000000165,0.02361170000040147
11000,2.682912199999919,0.018428600000333972
11050,2.803072999999131,0.023656099998333957
11100,2.8742034999995667,0.024409699999523582
11150,2.9273067000012816,0.023390899999867543
11200,2.9026424000003317,0.02080990000104066
11250,2.927244000000428,0.02448289999847475
11300,3.0757367000005615,0.025154200000542914
11350,3.0142600999988645,0.02463309999984631
11400,2.9231166999998095,0.024301800000102958
11450,3.1266880000002857,0.0251866999988124
11500,3.2041681999999128,0.0259342999997898
11550,3.368949400000929,0.028768599999239086
11600,3.059618399998726,0.024761300001046038
11650,3.0816050000012183,0.025088599999435246
11700,3.2336852999997063,0.025127299999439856
11750,3.153625300001295,0.025146600000880426
11800,3.2086751999995613,0.025220000001354492
11850,3.2511129999984405,0.024973199999294593
11900,3.0058929000006174,0.02412689999982831
11950,3.2959757999997237,0.025790899999265093
12000,3.4715926999997464,0.02636760000132199
12050,3.233307300000888,0.02582319999964966
12100,3.327982900000279,0.025841799999398063
12150,3.400825000000623,0.029733499999565538
12200,3.536896199999319,0.026678700000047684
12250,3.3621064000017213,0.026325400000132504
12300,3.571064399999159,0.021360000000640866
12350,3.5918971999999485,0.026399700000183657
12400,3.7586621999998897,0.029371200000241515
12450,3.6618544000011752,0.0232901999988826
12500,3.6196123999998235,0.026884700000664452
12550,3.7732286999998905,0.027450100000351085
12600,3.7049317999990308,0.027798000000984757
12650,3.622862600001099,0.027626499999314547
12700,3.77250660000027,0.028546300000016345
12750,3.832042599999113,0.024629200001072604
12800,3.6787194999997155,0.027970700000878423
12850,4.051114300000336,0.028760899998815148
12900,3.9669854000003397,0.026055999998789048
12950,3.9456284000007145,0.022001899998940644
13000,3.991790800000672,0.028327799998805858
13050,3.917242499999702,0.03017809999983001
13100,3.8821011,0.02926639999895997
13150,3.9660751999999775,0.029327899999771034
13200,4.258771599999818,0.040912200000093435
13250,3.843236500000785,0.02331140000023879
13300,4.156923900000038,0.024055799998677685
13350,4.472157300000617,0.02276020000135759
13400,4.703882199999498,0.02995759999976144
13450,4.30247000000054,0.03004470000087167
13500,4.28718359999948,0.02920340000127908
13550,4.165084899999783,0.03057230000013078
13600,4.2428624000003765,0.029893500000980566
13650,4.48475420000068,0.029902899999797228
13700,4.254622499998732,0.030184799999915413
13750,4.220157699999618,0.030403900000237627
13800,4.378203799999028,0.03021699999953853
13850,4.38049989999854,0.029901399999289424
13900,4.381625100000747,0.030672700000650366
13950,4.521639099999447,0.03040570000121079
14000,4.69240919999902,0.030443699999523233
14050,4.504655499998989,0.030450099999143276
14100,4.689295700000002,0.03031399999963469
14150,4.821226099998967,0.03006479999930889
14200,4.967610499999864,0.03082919999906153
14250,4.664777199999662,0.02306769999995595
14300,4.779495200000383,0.03152010000121663
14350,4.805662300001131,0.030919200000425917
14400,4.603764199999205,0.0317125000001397
14450,5.038435399999798,0.0317429999995511
14500,5.077409800000169,0.032417399999758345
14550,5.051069799999823,0.028127300000051036
14600,4.8879450000004,0.024019200000111596
14650,5.0421942999983,0.032090400000015507
14700,5.303294900000765,0.02593420000084734
14750,5.029096799999024,0.02981799999906798
14800,5.31428330000017,0.02543390000028012
14850,5.204545699998562,0.03181429999858665
14900,5.04847140000129,0.03546210000058636
14950,5.154313000000911,0.025036399998498382
15000,5.207496799999717,0.0258957999994891
15050,5.321737700000085,0.033273699998972006
15100,5.387482300000556,0.036435999998502666
15150,5.186300800000026,0.030099699999482254
15200,5.176781999998639,0.032608299999992596
15250,5.380266299998766,0.0329001000009157
15300,5.877046899999186,0.03449189999992086
15350,5.43278779999855,0.03362419999939448
15400,5.502004699999816,0.025869700000839657
15450,5.341709299998911,0.034190899999885005
15500,5.825923799999146,0.03467190000083065
15550,5.963745799999742,0.03549660000135191
15600,5.816794800000935,0.0344492000003811
15650,5.521048399999927,0.03397190000032424
15700,5.5057899999992514,0.0354072999998607
15750,5.755422399999588,0.026312699999834877
15800,5.723566099999516,0.034449699998731376
15850,5.724579600000652,0.027045400000133668
15900,5.86636400000134,0.03654789999927743
15950,5.751978700000109,0.0341430999997101
16000,6.290523599998778,0.036065600001165876
16050,5.83381879999979,0.030769799999688985
16100,5.909710899999482,0.03463949999968463
16150,6.066256800000701,0.0361006000002817
16200,5.956062900000688,0.039366000000882195
16250,6.065355400000044,0.035717599999770755
16300,6.285751299999902,0.03555130000131612
16350,6.260330500001146,0.03474800000003597
16400,6.273796199999197,0.03706580000107351
16450,6.163870700000189,0.03688209999927494
16500,6.111839400000463,0.035748999998759245
16550,6.737234199999875,0.038101000000096974
16600,6.324915099999998,0.037554200000158744
16650,6.218720999999277,0.03690480000113894
16700,6.169197100000019,0.03276639999967301
16750,6.5306854999998905,0.03750880000006873
16800,6.821246400000746,0.03860299999905692
16850,6.540029300000242,0.03765240000029735
16900,6.6802823999987595,0.03817410000010568
16950,6.538210700000491,0.039201699999466655
17000,7.15809999999874,0.03973190000033355
17050,6.832463099999586,0.041456299999481416
17100,7.322234299999764,0.039047000000209664
17150,7.738644099999874,0.03953900000124122
17200,7.098322199999529,0.039518300000054296
17250,6.991381599998931,0.038083700001152465
17300,7.013360599999942,0.040217400000983616
17350,6.7798621999991155,0.02995829999963462
17400,6.776669499999116,0.0395728000003146
17450,7.152468899999803,0.04113780000079714
17500,7.1518402000001515,0.04024379999827943
17550,7.1923402000011265,0.03900720000092406
17600,7.158927899999981,0.03998999999930675
17650,7.780743399998755,0.0389751000002434
17700,7.603954199999862,0.04086540000025707
17750,7.047402500000317,0.0404471999991074
17800,6.959269500001028,0.041236600000047474
17850,7.289868100000604,0.041645300001619034
17900,8.117405700000745,0.041681900000185124
17950,7.402447300000858,0.040914499999416876
18000,7.350132000001395,0.030931999999666004
18050,7.9013654999998835,0.04292610000084096
18100,7.587704300000041,0.04079390000151761
18150,7.71049960000164,0.03837539999949513
18200,7.7633979000002,0.042881299999862676
18250,7.802195099999153,0.043244800001048134
18300,7.9102693000004365,0.04190860000016983
18350,7.4948470999988785,0.041761200000109966
18400,7.842751500000304,0.04200169999967329
18450,8.002652099999978,0.04075900000134425
18500,7.859164100000271,0.04284719999850495
18550,7.795559000000139,0.039970600000742706
18600,8.015493400000196,0.04213069999968866
18650,8.486026700000366,0.03252740000061749
18700,7.861333599999853,0.04294019999906595
18750,8.251168299999335,0.043345700001736986
18800,8.071612200001255,0.04234490000089863
18850,8.393668799999432,0.043164400000023306
18900,8.303190900000118,0.04161190000013448
18950,8.329650199999378,0.042659199998524855
19000,8.881286499999987,0.045376199999736855
19050,8.568987000000561,0.0417485999987548
19100,8.553161899999395,0.03849420000005921
19150,8.234796300001108,0.04361860000062734
19200,8.528984999999011,0.04434150000088266
19250,8.929614099999526,0.04529920000095444
19300,8.481530600000042,0.037846400000489666
19350,8.72227699999894,0.042978499999662745
19400,9.478374500000427,0.04453250000005937
19450,9.056667400000151,0.043443299999125884
19500,8.982292300001063,0.04474310000114201
19550,8.909166499999628,0.04346350000014354
19600,8.76605070000005,0.04660850000072969
19650,8.969172200000685,0.04493390000061481
19700,8.76631020000059,0.040368100000705454
19750,8.780616399999417,0.03475980000075651
19800,9.54575610000029,0.040936299999884795
19850,8.904412699999739,0.04409950000081153
19900,9.38460540000051,0.04641459999947983
19950,9.273958899999343,0.04630729999917094
20000,10.049796999999671,0.04723060000105761
